GIMIMO_METAI,GIMIMO_VALSTYBE,LYTIS,SEIMOS_PADETIS,KIEK_TURI_VAIKU,SENIUNIJA,GATVE,SENIUNNR,TER_REJ_KODAS,GATV_K,GAT_ID
1952,LTU,V,V,0,Verkiai,"Kalvarijų g.",1,G1,216,22068
1983,LTU,V,V,1,Šeškinė,"Gelvonų g.",5,G1,141,21997
1967,LTU,M,I,0,Senamiestis,"Šv. Stepono g.",16,G1,670,22501
1992,LTU,M,I,1,Naujininkai,"Mechanikų g.",19,G1,333,22181
2011,LTU,M,,0,Antakalnis,"Bistryčios g.",13,G1,64,21920
1962,LTU,M,I,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
1996,LTU,V,,0,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1989,UKR,M,,1,Šeškinė,"Ozo g.",5,G1,376,22221
1988,NGA,M,,0,Naujamiestis,"A. Vivulskio g.",17,G1,189,22042
1945,LTU,V,V,0,Verkiai,"Dundulio g.",1,G1,751,24704
1984,LTU,M,V,2,Žirmūnai,"Kareivių g.",2,G1,225,22077
1952,RUS,V,V,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
2014,BLR,M,,0,Žirmūnai,"Rinktinės g.",2,G1,456,22297
1968,LTU,V,V,0,Pilaitė,"I. Kanto al.",12,G1,168,22022
1996,LTU,M,,0,Antakalnis,"Bistryčios g.",13,G1,64,21920
1967,LTU,M,I,0,Naujamiestis,"J. Basanavičiaus g.",17,G1,174,22028
1998,LTU,V,,0,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
1972,LTU,M,V,0,Karoliniškės,"Virginijaus Druskio g.",10,G1,412,22257
2002,LTU,M,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1984,LTU,M,V,3,Verkiai,"Santariškių g.",1,G1,482,22323
1987,RUS,M,I,1,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
1963,LTU,V,V,0,Paneriai,"Elvyro Andriolio g.",20,G1,2775,67424
2021,LTU,M,,0,Verkiai,"Vanaginės Sodų 2-oji g.",1,G1,1602,48890
1989,LTU,V,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1986,LTU,V,V,2,,,,A461,,
1985,LTU,V,V,1,Verkiai,"Bajorų Sodų g.",1,G1,2786,67451
1946,LTU,V,I,0,,,,G1,3595,
2007,UKR,V,,0,,,,A461,,
1964,LTU,M,V,0,Verkiai,"Didlaukio g.",1,G1,94,21950
2015,LTU,V,,0,Justiniškės,"Justiniškių g.",8,G1,203,22056
1986,LTU,M,V,3,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1952,LTU,M,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
1933,LTU,M,V,0,Karoliniškės,"Virginijaus Druskio g.",10,G1,412,22257
2017,LTU,V,,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1978,LTU,V,,0,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1989,LTU,V,,1,Lazdynai,"Lazdynėlių g.",11,G1,830,28264
2018,GBR,M,,0,Pilaitė,"Padekaniškių g.",12,G1,2014,48806
1975,LTU,V,V,0,Šeškinė,"Buivydiškių g.",5,G1,73,21929
1945,BLR,M,I,0,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
1982,LTU,M,I,1,Šeškinė,"Gelvonų g.",5,G1,141,21997
1936,LTU,V,N,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
2006,LTU,V,,0,Verkiai,"Santariškių g.",1,G1,482,22323
1945,LTU,V,N,0,Šeškinė,"Musninkų g.",5,G1,355,22200
2013,LTU,V,,0,Verkiai,"Didlaukio g.",1,G1,94,21950
1986,UZB,M,V,0,Naujininkai,"Kelmijos Sodų 39-oji g.",19,G1,2449,53716
1960,BLR,V,,0,Naujamiestis,"J. Basanavičiaus g.",17,G1,174,22028
1949,LTU,V,V,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1986,LTU,M,V,1,Naujininkai,"Kelmijos Sodų 81-oji g.",19,G1,2491,53800
1968,RUS,V,V,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
1962,LTU,M,I,0,Lazdynai,"Erfurto g.",11,G1,117,21973
1955,RUS,V,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1992,LTU,M,,0,Šeškinė,"Šeškinės g.",5,G1,653,22485
1951,LTU,V,V,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
1983,LTU,V,V,1,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
2006,LTU,M,,0,Verkiai,"Vito Gerulaičio g.",1,G1,2573,59714
1996,LTU,M,,0,Pašilaičiai,"Grigalaukio g.",7,G1,2650,61716
1992,LTU,V,V,1,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
2014,LTU,M,,0,Naujininkai,"Dargiliškių g.",19,G1,2922,103602
1971,LTU,M,I,0,Paneriai,"Neskučių g.",20,G1,371,22216
1992,LTU,M,V,2,Karoliniškės,"Igno Šimulionio g.",10,G1,911,30664
2010,RUS,V,,0,Verkiai,"Verkių g.",1,G1,607,22442
1992,LTU,V,,0,Žvėrynas,"Sėlių g.",6,G1,529,22368
1986,LTU,V,,0,Karoliniškės,"Vido Maciulevičiaus g.",10,G1,523,22363
2005,DEU,V,,0,Pašilaičiai,"Laisvės pr.",7,G1,272,22123
1941,LTU,V,V,0,Karoliniškės,"Apolinaro Juozo Povilaičio g.",10,G1,587,22423
1987,LTU,M,V,2,Pilaitė,"Bitėnų g.",12,G1,1618,49100
1973,UKR,V,,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1982,LTU,M,I,1,,,,A461,,
1936,LTU,M,N,0,Antakalnis,"Šilo g.",13,G1,660,22492
1988,LTU,M,V,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
2004,LTU,V,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1965,LTU,M,I,0,Fabijoniškės,"L. Giros g.",4,G1,266,22117
2011,LTU,V,,0,Verkiai,"Fizikų g.",1,G1,1584,48794
1986,KEN,V,V,0,"Naujoji  Vilnia","Pavilnio Sodų 8-oji g.",14,G1,2379,53576
2013,LTU,M,,0,Vilkpėdė,"Geležinio Vilko g.",18,G1,139,21995
1995,LTU,M,V,1,Karoliniškės,"Sausio 13-osios g.",10,G1,736,24286
1969,LTU,M,V,0,Verkiai,"Kviečių g.",1,G1,264,22115
1972,LTU,M,V,4,Verkiai,"J. Tallat-Kelpšos g.",1,G1,1635,49180
1964,LTU,M,V,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
1942,LTU,M,,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1941,LTU,M,N,0,Pašilaičiai,"Justiniškių g.",7,G1,203,22056
1976,LTU,M,V,1,Senamiestis,"Krivių g.",16,G1,1254,22537
1962,LTU,V,V,0,Pilaitė,"Vydūno g.",12,G1,629,22462
1982,RUS,V,V,0,Naujamiestis,"A. Vivulskio g.",17,G1,189,22042
1982,LTU,V,V,1,"Naujoji  Vilnia","Arimų g.",14,G1,28,21889
1974,LTU,M,V,2,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1965,LTU,V,V,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1987,LTU,V,,0,Paneriai,"Šešėlių g.",20,G1,654,22486
2018,GBR,M,,0,Žvėrynas,"Latvių g.",6,G1,277,22128
2010,LTU,V,,0,Verkiai,"Numėjos g.",1,G1,773,24724
1976,RUS,V,,0,Grigiškės,"Liepų g. (Grigiškės)",21,G89,503,24688
1972,LTU,V,V,1,Antakalnis,"Anapilio g.",13,G1,813,28248
1988,BLR,V,,0,Naujininkai,"Eišiškių pl.",19,G1,114,21970
1970,UKR,V,,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1985,LTU,V,V,1,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1976,LTU,M,V,1,Naujininkai,"Kalviškių g.",19,G1,2030,26744
1987,UKR,V,V,2,Šnipiškės,"Linkmenų g.",3,G1,291,22141
1972,LTU,M,I,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2020,LTU,V,,0,Antakalnis,"Pylimėlių g.",13,G1,841,28296
1990,LTU,V,,0,Senamiestis,"Vilniaus g.",16,G1,617,22450
1992,LTU,V,,0,Karoliniškės,"Rolando Jankausko g.",10,G1,610,22445
1980,TJK,V,,0,Naujininkai,"Zanavykų g.",19,G1,859,28292
1984,LTU,V,V,2,Verkiai,"Jurgio Lebedžio g.",1,G1,2875,85955
1977,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1990,LTU,M,V,1,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
1960,LTU,M,V,0,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1973,LTU,M,V,0,Žvėrynas,"Malonioji g.",6,G1,186,22040
2006,LTU,V,,0,Naujamiestis,"Švitrigailos g.",17,G1,581,22417
1973,LTU,M,V,2,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2021,LTU,V,,0,Karoliniškės,"Dariaus Gerbutavičiaus g.",10,G1,678,22509
1983,BLR,V,,0,Naujamiestis,"Algirdo g.",17,G1,17,21878
1972,LTU,V,V,1,Senamiestis,"Subačiaus g.",16,G1,522,22362
1965,LTU,M,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
2019,LTU,V,,0,Karoliniškės,"Sausio 13-osios g.",10,G1,736,24286
2018,LTU,V,,0,Antakalnis,"Karių Kapų g.",13,G1,226,22078
1998,LTU,M,,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1984,LTU,M,I,2,Naujininkai,"Dzūkų g.",19,G1,108,21964
1972,RUS,M,,0,Vilkpėdė,"Geležinio Vilko g.",18,G1,139,21995
1943,LTU,M,N,0,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1963,LTU,V,N,0,Lazdynai,"Neužmirštuolių g.",11,G1,837,28271
1991,LTU,M,V,0,Verkiai,"Ateities g.",1,G1,34,21893
2002,UKR,M,,0,,,,A461,,
1946,LTU,M,V,0,Karoliniškės,"Laisvės pr.",10,G1,272,22123
2011,LTU,V,,0,Senamiestis,"Užupio g.",16,G1,575,22412
1980,LTU,M,V,1,"Naujoji  Vilnia","Kazio Bizausko g.",14,G1,2819,72532
1960,LTU,M,V,0,Antakalnis,"Smėlynės Sodų 5-oji g.",13,G1,2908,100250
1993,LTU,V,V,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1980,LTU,M,V,1,"Naujoji  Vilnia","Petro Babickio g.",14,G1,2866,85937
1978,LTU,M,V,0,Verkiai,"Kalvarijų g.",1,G1,216,22068
2007,LTU,V,,0,Naujamiestis,"Tauro g.",17,G1,540,22379
1944,LTU,M,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
2011,UKR,M,,0,,,,A461,,
1965,LTU,V,I,0,Lazdynai,"Architektų g.",11,G1,27,21888
1988,LTU,M,,0,Grigiškės,"Kovo 11-osios g. (Grigiškės)",21,G89,528,24569
1940,LTU,M,N,0,Rasos,"Filaretų g.",15,G1,123,21979
2000,BLR,V,,0,Antakalnis,"P. Vileišio g.",13,G1,379,22224
1997,LTU,M,,0,Verkiai,"Jurgio Lebedžio g.",1,G1,2875,85955
1974,UKR,M,,0,,,,A461,,
1972,LTU,V,I,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
2012,LTU,M,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1978,LTU,V,I,0,Šeškinė,"Dūkštų g.",5,G1,109,21965
2012,LTU,V,,0,Naujininkai,"Vaikų g.",19,G1,2028,26742
1988,LTU,M,,0,Lazdynai,"Erfurto g.",11,G1,117,21973
1975,BLR,V,,0,Žvėrynas,"Pušų g.",6,G1,43,21901
1943,LTU,M,N,0,Naujamiestis,"T. Ševčenkos g.",17,G1,534,22373
2015,LTU,M,,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1982,UKR,V,,0,Žvėrynas,"Lenktoji g.",6,G1,280,22130
1987,LTU,M,V,1,Šnipiškės,"Kernavės g.",3,G1,239,22090
1947,LTU,V,V,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1979,RUS,V,,0,Antakalnis,"M. K. Paco g.",13,G1,356,22201
2019,GBR,V,,0,Pašilaičiai,"Ukmergės g.",7,G1,567,22404
1960,LTU,M,,0,Vilkpėdė,"Vaduvos g.",18,G1,585,22421
1956,LTU,V,V,0,Verkiai,"Kremplių g.",1,G1,254,22105
1972,LTU,V,,0,"Naujoji  Vilnia","A. Kojelavičiaus g.",14,G1,136,21992
2021,LTU,M,,0,Žirmūnai,"Apkasų g.",2,G1,26,21887
1971,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1985,LTU,V,V,1,Naujamiestis,"S. Konarskio g.",17,G1,475,22316
2000,LTU,M,,0,Antakalnis,"Jūratės g.",13,G1,204,22057
1987,LTU,M,,2,Grigiškės,"Jaunimo skg. (Grigiškės)",21,G89,522,24556
1998,LTU,M,V,2,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
2018,LTU,V,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1949,LTU,M,V,0,Grigiškės,"Vokės Sodų 5-oji g. (Grigiškės)",21,G89,544,69300
2015,LTU,V,,0,Senamiestis,"Teatro g.",16,G1,541,22380
1942,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
2019,LTU,M,,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1954,LTU,M,N,0,Senamiestis,"Subačiaus g.",16,G1,522,22362
2013,LTU,V,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1972,UKR,V,I,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1964,LTU,M,V,0,Lazdynai,"Architektų g.",11,G1,27,21888
1961,LTU,V,V,0,"Naujoji  Vilnia","J. Kėkšto g.",14,G1,718,24264
1997,LTU,M,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1961,LTU,M,I,0,Antakalnis,"Karių Kapų g.",13,G1,226,22078
1948,LTU,V,V,0,"Naujoji  Vilnia","Linksmoji g.",14,G1,292,22142
1965,RUS,M,V,0,Rasos,"Subačiaus g.",15,G1,522,22362
2000,LTU,M,,0,Verkiai,"Jurgio Lebedžio g.",1,G1,2875,85955
2017,LTU,M,,0,Pilaitė,"Rasytės g.",12,G1,1617,49098
1954,LTU,V,V,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1996,BLR,M,,0,Rasos,"Manufaktūrų g.",15,G1,3345,273412
1983,LTU,M,V,3,Paneriai,"Mačiuliškių g.",20,G1,1855,50624
1996,LTU,M,V,0,Naujamiestis,"Vytenio g.",17,G1,632,22465
2011,LTU,M,,0,Lazdynai,"Šiltnamių g.",11,G1,662,22493
1967,BLR,V,V,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1975,LTU,V,V,2,Pašilaičiai,"Virbeliškių g.",7,G1,2654,61724
1946,LTU,M,N,0,Šeškinė,"Čiobiškio g.",5,G1,641,22473
2022,LTU,V,,0,Fabijoniškės,"Liudviko Zamenhofo g.",4,G1,2655,61726
1996,LTU,M,V,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
2016,LTU,M,,0,Šnipiškės,"Konstitucijos pr.",3,G1,2102,51960
1994,LTU,M,,0,Vilkpėdė,"Vilkpėdės g.",18,G1,791,24741
1963,LTU,V,V,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1980,UKR,M,,0,,,,A461,,
1975,LTU,M,V,1,Šeškinė,"Šeškinės Sodų g.",5,G1,2688,61792
2019,LTU,V,,0,Pašilaičiai,"Žemynos g.",7,G1,687,22518
2006,LTU,V,,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
2020,LTU,V,,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
1993,LTU,V,,0,Verkiai,"Jurgio Lebedžio g.",1,G1,2875,85955
2018,RUS,M,,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
2007,UKR,M,,0,,,,A461,,
2006,LTU,V,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1943,LTU,M,N,0,Karoliniškės,"Laisvės pr.",10,G1,272,22123
1988,RUS,V,,0,Verkiai,"Jurgio Lebedžio g.",1,G1,2875,85955
1992,LTU,V,,0,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1989,BLR,M,,0,Žirmūnai,"Verkių g.",2,G1,607,22442
1966,LTU,V,V,0,Verkiai,"Baltupio g.",1,G1,50,21908
1961,LTU,M,V,0,Lazdynai,"Architektų g.",11,G1,27,21888
1958,LTU,V,V,0,Antakalnis,"Smėlynės Sodų g.",13,G1,2909,100252
1994,LTU,M,,1,Naujininkai,"Žirnių g.",19,G1,695,22525
2015,LTU,V,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1969,LTU,M,V,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
2021,LTU,V,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
2003,UKR,M,,0,Pašilaičiai,"Pavilnionių g.",7,G1,2546,59086
2018,LTU,V,,0,Pašilaičiai,"Sviliškių g.",7,G1,2653,61722
2020,LTU,M,,0,Senamiestis,"Aguonų g.",16,G1,12,21873
1942,LTU,M,N,0,Lazdynai,"Architektų g.",11,G1,27,21888
2010,LTU,M,,0,Senamiestis,"Karmelitų g.",16,G1,228,22080
1985,LTU,M,I,1,Antakalnis,"Taurijos g.",13,G1,2918,103594
1963,LTU,M,V,0,Vilkpėdė,"Vaduvos g.",18,G1,585,22421
2011,LTU,M,,0,Verkiai,"Žaliųjų Ežerų g.",1,G1,560,22398
1948,LTU,M,V,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1972,LTU,V,V,1,Žirmūnai,"Rinktinės g.",2,G1,456,22297
1992,LTU,M,,1,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
2000,UKR,M,,1,Naujininkai,"Prūsų g.",19,G1,433,22275
2022,LTU,M,,0,Verkiai,"Alberto Telyčėno g.",1,G1,2895,95658
1959,LTU,M,V,0,Pilaitė,"I. Kanto al.",12,G1,168,22022
1989,LTU,V,,0,Žirmūnai,"Rinktinės g.",2,G1,456,22297
1963,LTU,M,I,0,Žirmūnai,"Minties g.",2,G1,345,22192
1966,LTU,V,I,1,Naujamiestis,"Birželio 23-iosios g.",17,G1,875,29261
2016,LTU,M,,0,Naujamiestis,"Gedimino pr.",17,G1,135,21991
1978,LTU,V,V,2,"Naujoji  Vilnia","Suomių g.",14,G1,2870,85945
2011,UKR,M,,0,,,,A461,,
1938,BLR,V,V,0,Naujininkai,"Vaikų g.",19,G1,2028,26742
1947,LTU,M,N,0,Rasos,"Tyzenhauzų g.",15,G1,565,22403
1958,LTU,M,N,0,Justiniškės,"Taikos g.",8,G1,536,22375
1954,BLR,M,,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1971,LTU,M,V,0,"Naujoji  Vilnia","Karklų g.",14,G1,227,22079
2022,LTU,V,,0,Antakalnis,"Šilo g.",13,G1,660,22492
2007,LTU,M,,0,Pašilaičiai,"Sviliškių g.",7,G1,2653,61722
1978,LTU,V,V,1,Naujamiestis,"Antano Tumėno g.",17,G1,2572,59712
1954,LTU,V,V,0,Viršuliškės,"Tujų g.",9,G1,555,22393
1972,LTU,V,V,1,Antakalnis,"Mileišiškių Sodų 10-oji g.",13,G1,2712,66955
2017,LTU,M,,0,Pilaitė,"I. Simonaitytės g.",12,G1,170,22024
1969,UKR,V,,0,Naujininkai,"Eišiškių pl.",19,G1,114,21970
1986,LTU,M,V,2,"Naujoji  Vilnia","Stasio Šilingo g.",14,G1,2771,67416
1987,LTU,M,V,2,Naujamiestis,"J. Basanavičiaus g.",17,G1,174,22028
1995,TUR,V,,0,Naujamiestis,"T. Ševčenkos g.",17,G1,534,22373
1936,LTU,M,I,0,Paneriai,"Šešėlių g.",20,G1,654,22486
1959,UKR,M,,0,,,,A461,,
2016,LTU,V,,0,Pilaitė,"M. Mažvydo g.",12,G1,319,22167
2004,LTU,M,,0,Pilaitė,"Įsruties g.",12,G1,643,22475
1979,LTU,M,,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
2008,LTU,V,,0,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
1953,LTU,M,I,0,Žirmūnai,"Žygio g.",2,G1,705,22533
2009,LTU,V,,0,,,,G1,3614,
2002,LTU,M,,0,,,,G1,291,
1990,LTU,V,,0,Naujininkai,"Kaminkelio g.",19,G1,218,22070
1969,LTU,V,,0,Antakalnis,"Gražinos g.",13,G1,156,22010
2009,LTU,M,,0,"Naujoji  Vilnia","Uosių Sodų 27-oji g.",14,G1,2592,59936
1950,BLR,M,N,0,Šnipiškės,"Rinktinės g.",3,G1,456,22297
1979,UKR,M,,0,,,,A461,,
1949,LTU,M,,0,Pašilaičiai,"Žemynos g.",7,G1,687,22518
1974,LTU,V,V,2,Pašilaičiai,"Raudonbalės g.",7,G1,2058,48355
1976,LTU,M,V,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2013,LTU,M,,0,Naujamiestis,"Pamėnkalnio g.",17,G1,392,22237
2000,LTU,V,,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1986,LTU,M,V,2,"Naujoji  Vilnia","Juodasis kel.",14,G1,200,22053
1994,LTU,M,V,2,Grigiškės,"Šviesos g. (Grigiškės)",21,G89,520,24555
1994,LTU,V,,0,Šeškinė,"Šeškinės Sodų g.",5,G1,2688,61792
1944,LTU,M,N,0,Senamiestis,"Malūnų g.",16,G1,324,22172
1978,LTU,V,I,2,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1991,LTU,M,V,0,Lazdynai,"Lazdynėlių g.",11,G1,830,28264
1973,LTU,M,V,0,Verkiai,"Bagutiškių g.",1,G1,2893,95654
2020,LTU,M,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1965,LTU,M,V,0,Naujininkai,"Liepkalnio g.",19,G1,286,22136
1962,LTU,M,V,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1972,LTU,M,V,0,Verkiai,"Naujakiemio g.",1,G1,365,22210
2004,LTU,V,,0,Justiniškės,"Rygos g.",8,G1,469,22310
1983,LTU,V,,0,Paneriai,"Lentvario g.",20,G1,284,22134
1949,LTU,M,V,0,Pašilaičiai,"Medeinos g.",7,G1,330,22178
1945,LTU,M,N,0,Naujininkai,"Panevėžio g.",19,G1,394,22239
1999,LTU,V,,0,Naujininkai,"Gudų g.",19,G1,46,21904
2021,LTU,V,,0,Naujamiestis,"A. Vienuolio g.",17,G1,8,21869
1987,LTU,V,N,1,Karoliniškės,"Virginijaus Druskio g.",10,G1,412,22257
2020,LTU,V,,0,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1952,LTU,M,I,0,Lazdynai,"Architektų g.",11,G1,27,21888
2020,LTU,M,,0,Žvėrynas,"Stumbrų g.",6,G1,521,22361
1949,LTU,M,V,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1954,RUS,M,N,0,Naujininkai,"Kelmijos Sodų 18-oji g.",19,G1,2428,53674
1983,LTU,M,V,1,"Naujoji  Vilnia","Kalnėnų g.",14,G1,1965,51616
1957,LTU,M,V,0,Grigiškės,"Jaunimo skg. (Grigiškės)",21,G89,522,24556
1974,LTU,M,V,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1964,LTU,V,I,0,Pilaitė,"M. Mažvydo g.",12,G1,319,22167
1946,LTU,M,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1986,LTU,V,,0,Šeškinė,"Buivydiškių g.",5,G1,73,21929
2018,LTU,M,,0,Antakalnis,"Pavasario g.",13,G1,402,22247
1988,LTU,V,V,0,Naujamiestis,"Smolensko g.",17,G1,505,22345
1945,LTU,V,V,0,Paneriai,"Naujasodžio g.",20,G1,2013,48732
1969,LTU,M,V,1,Senamiestis,"K. Kalinausko g.",16,G1,207,22060
1952,USA,V,I,1,Verkiai,"Kryžiokų g.",1,G1,2096,49290
2008,LTU,M,,0,Antakalnis,"Meiriškių g.",13,G1,2843,81128
1964,LTU,V,I,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1938,LTU,M,I,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1954,BLR,M,V,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
2012,LTU,M,,0,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
2018,LTU,V,,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1979,LTU,M,I,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
1977,LTU,V,V,0,Justiniškės,"Rygos g.",8,G1,469,22310
1961,RUS,V,V,0,Pilaitė,"I. Kanto al.",12,G1,168,22022
1992,LTU,M,,0,Senamiestis,"Žygimantų g.",16,G1,704,22532
1998,USA,M,,0,Naujamiestis,"Nočios g.",17,G1,192,22045
1964,UKR,M,,0,,,,A461,,
1998,LTU,V,,0,Žirmūnai,"Verkių g.",2,G1,607,22442
1983,LTU,V,,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
1964,LTU,V,I,0,Naujininkai,"Kaminkelio g.",19,G1,218,22070
1961,LTU,M,V,0,Pilaitė,"Salotės g.",12,G1,1925,48810
2001,LTU,V,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1956,LTU,V,V,0,Grigiškės,"Šaltinio g. (Grigiškės)",21,G89,530,24571
1989,LTU,M,V,1,Verkiai,"Santariškių g.",1,G1,482,22323
1943,LTU,V,V,0,Paneriai,"Bražuolės g.",20,G1,2077,28381
1955,LTU,V,I,0,Naujininkai,"Miškinių Sodų 2-oji g.",19,G1,2641,60676
1986,LTU,M,I,2,"Naujoji  Vilnia","Jeronimo Cicėno g.",14,G1,2967,124068
1950,LTU,M,V,0,Verkiai,"Baltupio g.",1,G1,50,21908
2020,LTU,V,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1978,IRN,V,V,2,Verkiai,"Kviečių g.",1,G1,264,22115
1950,LTU,M,I,0,Justiniškės,"Taikos g.",8,G1,536,22375
2007,LTU,M,,0,Žvėrynas,"Erelių g.",6,G1,3073,226466
2022,LTU,M,,0,Naujininkai,"Kapsų g.",19,G1,221,22073
1993,LTU,M,,0,Pašilaičiai,"Pavilnionių g.",7,G1,2546,59086
1984,LTU,M,V,2,Justiniškės,"Taikos g.",8,G1,536,22375
1957,LTU,V,I,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
2015,LTU,M,,0,Šeškinė,"Laisvės pr.",5,G1,272,22123
1938,BLR,M,I,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1990,IRQ,V,,0,Naujamiestis,"Gynėjų g.",17,G1,164,22018
1951,LTU,V,V,0,Senamiestis,"Stiklių g.",16,G1,517,22357
1997,LTU,V,V,0,"Naujoji  Vilnia","Kazio Bizausko g.",14,G1,2819,72532
1985,UKR,V,,0,Paneriai,"V. A. Graičiūno g.",20,G1,725,24275
2003,UKR,M,,0,,,,A461,,
1979,LTU,M,,0,Grigiškės,"Kovo 11-osios g. (Grigiškės)",21,G89,528,24569
1967,LTU,V,V,0,"Naujoji  Vilnia","Arimų Sodų 11-oji g.",14,G1,2739,67019
2018,LTU,V,,0,Šeškinė,"Laisvės pr.",5,G1,272,22123
1965,RUS,M,V,0,Pilaitė,"Sauluvos g.",12,G1,2790,69158
1977,LTU,V,V,2,Verkiai,"Santariškių g.",1,G1,482,22323
