GIMIMO_METAI,GIMIMO_VALSTYBE,LYTIS,SEIMOS_PADETIS,KIEK_TURI_VAIKU,SENIUNIJA,GATVE,SENIUNNR,TER_REJ_KODAS,GATV_K,GAT_ID
1986,LTU,V,V,3,Senamiestis,"Šv. Stepono g.",16,G1,670,22501
1980,LTU,M,V,2,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1999,LTU,V,,0,Žirmūnai,"Verkių g.",2,G1,607,22442
1947,LTU,V,V,0,Lazdynai,"Erfurto g.",11,G1,117,21973
1951,LTU,V,V,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1993,LTU,V,V,1,Lazdynai,"Lazdynėlių g.",11,G1,830,28264
1981,LTU,M,V,2,Naujininkai,"Dzūkų g.",19,G1,108,21964
1961,LTU,M,I,0,Pašilaičiai,"Gineitiškių g.",7,G1,1993,48788
1999,LTU,V,,0,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
1949,LTU,V,I,0,"Naujoji  Vilnia","Tolimosios Sodų g.",14,G1,2682,61780
1986,BLR,V,,0,Senamiestis,"Aukštaičių g.",16,G1,38,21897
1970,LTU,V,V,1,"Naujoji  Vilnia","Verbų g.",14,G1,605,22440
1956,LTU,M,V,0,Senamiestis,"Didžioji g.",16,G1,95,21951
1973,LTU,M,,0,Naujininkai,"Kapsų g.",19,G1,221,22073
1987,LTU,V,,0,Senamiestis,"Paupio g.",16,G1,401,22246
1988,LTU,V,,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1982,LTU,M,V,1,Senamiestis,"V. Šopeno g.",16,G1,120,21976
2005,FRA,V,,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
2018,LTU,V,,0,Žvėrynas,"Sėlių g.",6,G1,529,22368
1969,LTU,M,I,0,Naujininkai,"Zanavykų g.",19,G1,859,28292
1965,LTU,V,V,0,Antakalnis,"Debesijos g.",13,G1,92,21948
1984,LTU,V,I,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
2020,LTU,M,,0,Žvėrynas,"Sakalų g.",6,G1,477,22318
2006,LTU,V,,0,Fabijoniškės,"P. Žadeikos g.",4,G1,381,22226
2014,LTU,M,,0,Pašilaičiai,"Leičių g.",7,G1,2709,64996
1976,BLR,M,,0,Naujininkai,"Eišiškių pl.",19,G1,114,21970
1942,LTU,M,N,0,Šeškinė,"Dūkštų g.",5,G1,109,21965
1952,LTU,M,I,0,Senamiestis,"Sodų g.",16,G1,509,22349
1959,LTU,M,I,0,Žirmūnai,"Minties g.",2,G1,345,22192
1995,UKR,M,,1,Pilaitė,"Vydūno g.",12,G1,629,22462
2008,LTU,V,,0,Šnipiškės,"Kalvarijų g.",3,G1,216,22068
2000,LTU,V,,0,Grigiškės,"Pašto g. (Grigiškės)",21,G89,524,24558
1972,RUS,V,V,3,Antakalnis,"Svajonių g.",13,G1,528,22367
1963,LTU,V,V,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1969,LTU,V,I,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1959,RUS,M,,0,Naujininkai,"Kelmijos Sodų 21-oji g.",19,G1,2431,53680
1957,LTU,V,V,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
2013,LTU,M,,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
1989,LTU,M,V,0,Antakalnis,"P. Vileišio g.",13,G1,379,22224
1990,LTU,V,,1,Lazdynai,"Architektų g.",11,G1,27,21888
1981,LTU,M,V,2,Pašilaičiai,"Sviliškių g.",7,G1,2653,61722
2008,LTU,V,,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
1980,BLR,V,V,0,Naujininkai,"Zanavykų g.",19,G1,859,28292
1964,BLR,M,I,0,,,,A461,,
2014,LTU,V,,0,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1984,LTU,V,V,3,Pašilaičiai,"Medeinos g.",7,G1,330,22178
1966,LTU,V,V,0,Naujamiestis,"Gedimino pr.",17,G1,135,21991
2017,LTU,V,,0,Naujamiestis,"A. Goštauto g.",17,G1,154,24045
1970,LTU,V,,0,,,,G1,3614,
2021,LTU,V,,0,Naujamiestis,"Vytenio g.",17,G1,632,22465
1966,LTU,V,I,0,Senamiestis,"Užupio g.",16,G1,575,22412
1991,BLR,V,V,0,Šnipiškės,"Laumėnų g.",3,G1,3466,297420
1953,LTU,V,V,0,Šeškinė,"Paberžės g.",5,G1,382,22227
1998,LTU,V,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
2020,LTU,V,,0,Justiniškės,"Rygos g.",8,G1,469,22310
2010,LTU,V,,0,Verkiai,"Vilkynės g.",1,G1,979,32095
1999,UKR,M,,0,,,,A461,,
1980,LTU,V,V,2,Šeškinė,"Čiobiškio g.",5,G1,641,22473
1987,LTU,M,V,1,Naujininkai,"Dzūkų g.",19,G1,108,21964
1961,LTU,M,V,0,"Naujoji  Vilnia","Ateities Sodų 3-ioji g.",14,G1,2695,61808
1972,LTU,V,V,1,Verkiai,"Žaliųjų Ežerų g.",1,G1,560,22398
2019,LTU,M,,0,Pašilaičiai,"Eitminų g.",7,G1,2708,64994
2009,LTU,M,,0,Žvėrynas,"Latvių g.",6,G1,277,22128
1974,LTU,M,,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1969,LTU,V,V,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1977,LTU,V,V,1,Šeškinė,"Ukmergės g.",5,G1,567,22404
1955,LTU,V,V,0,Naujininkai,"Dariaus ir Girėno g.",19,G1,89,21945
1973,LTU,V,,0,Verkiai,"Žaliųjų Ežerų g.",1,G1,560,22398
2009,LTU,V,,0,Paneriai,"Maceliškių g.",20,G1,2616,60626
1990,LTU,M,V,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1973,LTU,V,V,1,Žirmūnai,"Minties g.",2,G1,345,22192
1983,LTU,M,,1,Naujamiestis,"Tauro g.",17,G1,540,22379
1976,LTU,V,V,2,Senamiestis,"S. Daukanto a.",16,G1,474,22315
1954,LTU,V,V,0,Verkiai,"Ragučio g.",1,G1,778,24728
1966,LTU,M,V,0,Verkiai,"Lobio g.",1,G1,299,22149
1969,LTU,V,V,0,Justiniškės,"Rygos g.",8,G1,469,22310
2001,RUS,M,,0,Naujamiestis,"Šaltinių g.",17,G1,645,22477
1977,LTU,M,,0,Vilkpėdė,"Vaduvos g.",18,G1,585,22421
1999,LTU,V,,0,Naujininkai,"A. Jaroševičiaus g.",19,G1,2,21863
1987,LTU,M,V,2,Justiniškės,"Justiniškių g.",8,G1,203,22056
1976,LTU,V,V,2,Verkiai,"Didlaukio g.",1,G1,94,21950
2014,LTU,M,,0,Šeškinė,"Dūkštų g.",5,G1,109,21965
2007,LTU,V,,0,"Naujoji  Vilnia","Pergalės g.",14,G1,411,22256
1995,LTU,V,,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
1989,LTU,M,V,2,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1959,LTU,M,V,0,Naujamiestis,"Pamėnkalnio g.",17,G1,392,22237
1991,LTU,M,,0,Pašilaičiai,"Laisvės pr.",7,G1,272,22123
2017,LTU,V,,0,Justiniškės,"Helsinkio g.",8,G1,3069,226217
1952,LTU,M,V,0,Paneriai,"Šešėlių g.",20,G1,654,22486
1959,LTU,M,I,0,Pilaitė,"Tolminkiemio g.",12,G1,547,22386
1965,LTU,M,V,0,Vilkpėdė,"Ūmėdžių g.",18,G1,568,22405
1952,LTU,M,N,0,Šeškinė,"Laisvės pr.",5,G1,272,22123
1987,LTU,V,V,1,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1997,LTU,M,,0,Karoliniškės,"Sausio 13-osios g.",10,G1,736,24286
1976,BLR,V,,0,Naujininkai,"Šaltkalvių g.",19,G1,646,22478
1996,LTU,M,V,1,Pilaitė,"Gilužio g.",12,G1,150,22006
1986,BLR,V,V,0,Grigiškės,"Kunigiškių g. (Grigiškės)",21,G89,529,24570
1962,LTU,M,V,0,Senamiestis,"Žydų g.",16,G1,703,22531
2009,LTU,V,,0,Paneriai,"Kirtimų g.",20,G1,241,22092
1944,LTU,M,V,0,Šeškinė,"Čiobiškio g.",5,G1,641,22473
1981,LTU,M,V,4,Verkiai,"Vanaginės Sodų 3-ioji g.",1,G1,1603,48892
1959,LTU,V,V,0,Žirmūnai,"J. Treinio g.",2,G1,787,24737
2015,ITA,M,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1975,LTU,M,,2,Šeškinė,"Gelvonų g.",5,G1,141,21997
1984,LTU,V,V,1,Žirmūnai,"J. Galvydžio g.",2,G1,1978,51846
2016,KAZ,V,,0,Antakalnis,"Saulėtekio al.",13,G1,486,22327
2016,LTU,M,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1953,LTU,V,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1952,LTU,M,N,0,Grigiškės,"Kauno Vokės g. (Grigiškės)",21,G89,501,24686
1967,LTU,M,V,0,Vilkpėdė,"Skroblų g.",18,G1,496,22337
1990,LTU,M,V,0,Pašilaičiai,"Budiniškių g.",7,G1,2647,61710
1987,LTU,M,V,2,Pašilaičiai,"Augustų g.",7,G1,3112,235063
1960,LTU,M,V,0,Rasos,"Vilnelės g.",15,G1,616,22449
1978,LTU,M,,0,Šeškinė,"Šeškinės Sodų g.",5,G1,2688,61792
2005,LTU,M,,0,Rasos,"Ramybės g.",15,G1,447,22288
1965,LTU,V,I,0,Žirmūnai,"Minties g.",2,G1,345,22192
1971,LTU,M,V,1,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1962,LTU,M,I,0,Karoliniškės,"Vido Maciulevičiaus g.",10,G1,523,22363
1984,LTU,V,V,3,Žvėrynas,"A. Mickevičiaus g.",6,G1,4,21865
1969,LTU,V,V,0,Naujininkai,"Kelmijos Sodų 86-oji g.",19,G1,2644,60682
1953,LTU,V,V,0,Pašilaičiai,"Žemynos g.",7,G1,687,22518
1957,LTU,M,,0,Naujamiestis,"Pamėnkalnio g.",17,G1,392,22237
1955,BLR,M,V,0,Vilkpėdė,"Ūmėdžių g.",18,G1,568,22405
1979,LTU,V,,1,Grigiškės,"Jaunimo skg. (Grigiškės)",21,G89,522,24556
1976,LTU,M,,0,Žvėrynas,"Sėlių g.",6,G1,529,22368
2007,LTU,M,,0,Pilaitė,"Karaliaučiaus g.",12,G1,223,22075
1967,UKR,V,,0,,,,A461,,
1975,LTU,M,,1,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1969,LTU,M,I,0,Žirmūnai,"Verkių g.",2,G1,607,22442
2009,POL,M,,0,Justiniškės,"Talino g.",8,G1,2927,105650
1983,LTU,M,I,0,Karoliniškės,"Vido Maciulevičiaus g.",10,G1,523,22363
1995,LTU,M,V,1,Senamiestis,"Filaretų g.",16,G1,123,21979
2010,GBR,V,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1981,LTU,M,,0,"Naujoji  Vilnia","Pavilnio Sodų 22-oji g.",14,G1,2838,76642
1948,LTU,M,I,0,Senamiestis,"Aušros Vartų g.",16,G1,40,21899
1973,LTU,V,V,1,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
2012,UKR,V,,0,,,,A461,,
2004,LTU,V,,0,Žvėrynas,"Vytauto g.",6,G1,631,22464
1958,LTU,M,V,0,Antakalnis,"Grybautojų g.",13,G1,158,22012
1990,LTU,M,,0,Justiniškės,"Rygos g.",8,G1,469,22310
1990,LTU,V,V,1,Šeškinė,"Dūkštų g.",5,G1,109,21965
1997,LTU,V,,0,Senamiestis,"Šiltadaržio g.",16,G1,661,22536
1981,LTU,M,I,0,Žirmūnai,"Kareivių g.",2,G1,225,22077
1971,LTU,V,V,1,Antakalnis,"Švyturio g.",13,G1,677,22508
2010,LTU,V,,0,Rasos,"Stadiono g.",15,G1,514,22354
1999,BLR,V,,0,Rasos,"Kaukysos g.",15,G1,827,28261
1988,LTU,M,V,1,Rasos,"Manufaktūrų g.",15,G1,3345,273412
1958,LTU,V,I,0,Naujininkai,"Rodūnios kel.",19,G1,457,22298
1970,LTU,V,V,1,Antakalnis,"Antakalnio g.",13,G1,23,21884
1957,LTU,V,I,0,Naujininkai,"Vaivorykštės g.",19,G1,590,22426
1988,LTU,V,,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1977,LTU,M,V,0,Žirmūnai,"V. Nagevičiaus g.",2,G1,1979,51848
1978,LTU,M,I,2,Šnipiškės,"Kernavės g.",3,G1,239,22090
1954,LTU,V,V,0,Antakalnis,"P. Vileišio g.",13,G1,379,22224
1971,BLR,V,,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1989,LTU,M,,0,Karoliniškės,"Laisvės pr.",10,G1,272,22123
1939,LTU,V,,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
2017,BLR,V,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
2018,LTU,M,,0,Žvėrynas,"Liepyno g.",6,G1,288,22138
1989,LTU,M,,0,Pilaitė,"Vydūno g.",12,G1,629,22462
1965,UKR,M,,0,,,,A461,,
1956,LTU,V,I,0,Antakalnis,"Bistryčios g.",13,G1,64,21920
1962,LTU,V,,0,Naujamiestis,"Gedimino pr.",17,G1,135,21991
1945,LTU,M,N,0,Šnipiškės,"Saracėnų g.",3,G1,483,22324
2020,LTU,M,,0,Žirmūnai,"Raitininkų g.",2,G1,445,22286
1997,LTU,V,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1949,LTU,M,V,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1967,LTU,M,V,1,Verkiai,"Baltupio g.",1,G1,50,21908
1986,LTU,V,V,2,Naujininkai,"Kapsų g.",19,G1,221,22073
1974,LTU,M,I,0,Naujininkai,"Dzūkų g.",19,G1,108,21964
1980,LTU,M,V,2,Pašilaičiai,"Benykštaičių g.",7,G1,2041,48321
1971,LTU,V,V,1,Verkiai,"Rugių g.",1,G1,465,22306
1994,LTU,M,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1955,LTU,M,I,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1963,LTU,M,V,0,Lazdynai,"Architektų g.",11,G1,27,21888
1988,LTU,M,V,1,Lazdynai,"Architektų g.",11,G1,27,21888
2014,LTU,M,,0,Naujininkai,"Sakalaičių Sodų 6-oji g.",19,G1,1795,50350
2016,LTU,V,,0,Paneriai,"Kunigiškių g.",20,G1,2097,26991
1981,LTU,M,V,2,Naujamiestis,"Švitrigailos g.",17,G1,581,22417
2007,LTU,V,,0,Antakalnis,"Pauliaus Širvio g.",13,G1,810,28031
1992,LTU,V,,0,Šeškinė,"Šeškinės g.",5,G1,653,22485
1970,HUN,M,V,0,Lazdynai,"Neužmirštuolių g.",11,G1,837,28271
1997,LTU,V,,0,Žirmūnai,"Kareivių g.",2,G1,225,22077
1938,LTU,M,N,0,Naujininkai,"Vaikų g.",19,G1,2028,26742
1999,LTU,V,,0,Naujamiestis,"Gedimino pr.",17,G1,135,21991
1992,GHA,V,,0,Antakalnis,"Saulėtekio al.",13,G1,486,22327
2015,LTU,V,,0,Verkiai,"Bajorų kel.",1,G1,800,28025
1949,BLR,V,V,0,Šeškinė,"Ukmergės g.",5,G1,567,22404
1978,LTU,V,V,2,Rasos,"Filaretų g.",15,G1,123,21979
1972,LTU,V,I,1,Žirmūnai,"Tuskulėnų g.",2,G1,562,22400
2017,LTU,V,,0,Antakalnis,"Girinaičių g.",13,G1,1962,51610
1969,LTU,M,V,0,Senamiestis,"Subačiaus g.",16,G1,522,22362
1971,LTU,M,V,1,Pašilaičiai,"Sviliškių g.",7,G1,2653,61722
2021,LTU,V,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
2011,LTU,M,,0,Justiniškės,"Taikos g.",8,G1,536,22375
2018,LTU,M,,0,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1963,LTU,V,V,0,Justiniškės,"Justiniškių g.",8,G1,203,22056
1962,LTU,V,V,0,Naujininkai,"Jono Jurkšto g.",19,G1,2979,207397
1981,LTU,V,,0,Verkiai,"Bajorų kel.",1,G1,800,28025
1950,LTU,V,V,0,Naujininkai,"Vaikų g.",19,G1,2028,26742
1988,LTU,M,,0,Verkiai,"Kazio Borutos g.",1,G1,912,30986
1972,LTU,V,I,0,,,,G1,3614,
1984,LTU,V,V,1,Pašilaičiai,"Sviliškių g.",7,G1,2653,61722
1983,LTU,V,,0,Antakalnis,"P. Vileišio g.",13,G1,379,22224
1973,LTU,V,,1,Grigiškės,"Neravų g. (Neravai)",21,G16387,1,61884
1990,LTU,M,,2,Karoliniškės,"Sausio 13-osios g.",10,G1,736,24286
2011,LTU,V,,0,Viršuliškės,"Justiniškių g.",9,G1,203,22056
1963,LTU,M,V,0,Senamiestis,"Vokiečių g.",16,G1,627,22460
2012,LTU,V,,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1996,LTU,V,,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1996,LTU,V,,0,Rasos,"Liepkalnio g.",15,G1,286,22136
1991,LTU,V,,0,Senamiestis,"Žemaitijos g.",16,G1,683,22514
1976,LTU,M,,0,Justiniškės,"Laisvės pr.",8,G1,272,22123
2003,LTU,M,,0,Grigiškės,"Kunigiškių g. (Grigiškės)",21,G89,529,24570
2019,LTU,V,,0,Antakalnis,"Vismaliukų Sodų 2-oji g.",13,G1,2812,69218
1996,LTU,V,,0,Senamiestis,"Varpų g.",16,G1,597,22432
1939,LTU,V,V,0,Senamiestis,"Varpų g.",16,G1,597,22432
1967,LTU,V,I,0,Justiniškės,"Justiniškių g.",8,G1,203,22056
1965,LTU,M,V,0,Antakalnis,"Vinciūniškių Sodų 17-oji g.",13,G1,2297,53412
1937,RUS,M,,0,Justiniškės,"Taikos g.",8,G1,536,22375
1994,LTU,M,,0,Šnipiškės,"Kernavės g.",3,G1,239,22090
1987,LTU,M,,0,Naujininkai,"Prūsų g.",19,G1,433,22275
2017,LTU,M,,0,Pašilaičiai,"Laisvės pr.",7,G1,272,22123
2015,LTU,M,,0,Pašilaičiai,"Pašilaičių g.",7,G1,405,22250
1979,LTU,V,V,1,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
2010,LTU,V,,0,Pašilaičiai,"Ryliškių g.",7,G1,2059,48357
2020,LTU,V,,0,Lazdynai,"Erfurto g.",11,G1,117,21973
1984,LTU,M,V,1,Fabijoniškės,"Fabijoniškių g.",4,G1,121,21977
1950,LTU,M,N,0,Verkiai,"Maumedžių g.",1,G1,873,29259
2002,LTU,V,,0,Žirmūnai,"Žygio g.",2,G1,705,22533
1988,LTU,M,I,1,Antakalnis,"Kuosų g.",13,G1,259,22110
1999,LTU,M,,0,Naujamiestis,"S. Konarskio g.",17,G1,475,22316
1951,LTU,V,V,0,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1965,LTU,M,I,0,Šeškinė,"Dūkštų g.",5,G1,109,21965
1954,LTU,M,V,0,Antakalnis,"Antavilių g.",13,G1,24,21885
1959,LTU,V,V,1,"Naujoji  Vilnia","Genių g.",14,G1,142,21998
2011,LTU,M,,0,Lazdynai,"Architektų g.",11,G1,27,21888
1985,LTU,V,,0,Justiniškės,"Justiniškių g.",8,G1,203,22056
1987,LTU,V,,0,Senamiestis,"Raugyklos g.",16,G1,451,22292
1982,LTU,M,I,2,Verkiai,"Didlaukio g.",1,G1,94,21950
1991,LTU,M,V,1,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1956,LTU,M,N,0,Fabijoniškės,"Gedvydžių g.",4,G1,1135,22539
1984,LTU,V,,0,Naujininkai,"Pupinės g.",19,G1,2029,26743
1985,BLR,V,,0,Naujamiestis,"Geležinkelio g.",17,G1,137,21993
1984,LTU,V,I,1,"Naujoji  Vilnia","Šiaurės Sodų 5-oji g.",14,G1,2388,53594
2015,LTU,V,,0,"Naujoji  Vilnia","Gerovės g.",14,G1,145,22001
1986,LTU,M,,0,Naujamiestis,"A. Vivulskio g.",17,G1,189,22042
1959,LTU,M,I,0,Pašilaičiai,"Medeinos g.",7,G1,330,22178
1971,LTU,V,,0,Verkiai,"Baltupio g.",1,G1,50,21908
1949,LTU,M,N,0,Naujamiestis,"Švitrigailos g.",17,G1,581,22417
1977,LTU,V,V,1,Žirmūnai,"Olimpiečių g.",2,G1,1650,49908
1964,LTU,V,V,1,Žirmūnai,"S. Žukausko g.",2,G1,1977,51844
1951,LTU,M,N,0,Verkiai,"Žaliųjų Ežerų g.",1,G1,560,22398
2008,LTU,V,,0,Žirmūnai,"Apkasų g.",2,G1,26,21887
2009,LTU,M,,0,Naujininkai,"Dzūkų g.",19,G1,108,21964
1940,LTU,M,N,0,Šeškinė,"Laisvės pr.",5,G1,272,22123
1986,LTU,V,V,2,Žirmūnai,"Apkasų g.",2,G1,26,21887
1950,LTU,V,V,0,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1965,LTU,V,V,0,Rasos,"Subačiaus g.",15,G1,522,22362
2020,LTU,M,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1982,RUS,V,V,1,"Naujoji  Vilnia","Gurių g.",14,G1,803,28034
2019,LTU,V,,0,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
1958,LTU,V,V,0,Justiniškės,"Taikos g.",8,G1,536,22375
1979,UKR,M,,1,,,,A461,,
1928,LTU,V,V,0,Naujamiestis,"Vytenio g.",17,G1,632,22465
1985,LTU,M,V,3,Lazdynai,"Architektų g.",11,G1,27,21888
1983,LTU,M,V,4,Justiniškės,"Taikos g.",8,G1,536,22375
1963,LTU,M,V,0,Verkiai,"Bitininkų g.",1,G1,65,21921
2004,LTU,V,,0,Grigiškės,"Kovo 11-osios g. (Grigiškės)",21,G89,528,24569
1937,LTU,M,,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1987,LTU,M,V,2,Pilaitė,"Pilkalnio g.",12,G1,3187,246814
1986,LTU,V,,0,Naujamiestis,"Mindaugo g.",17,G1,343,22190
2017,LTU,V,,0,Lazdynai,"Jonažolių g.",11,G1,2143,52990
1972,LTU,V,V,0,Rasos,"Liepkalnio g.",15,G1,286,22136
2012,LTU,V,,0,Naujamiestis,"Raseinių g.",17,G1,209,22061
1986,LTU,M,,0,Lazdynai,"Lazdynėlių g.",11,G1,830,28264
1980,LTU,M,V,1,Lazdynai,"Architektų g.",11,G1,27,21888
1992,LTU,M,,0,Pilaitė,"Tolminkiemio g.",12,G1,547,22386
1949,LTU,M,V,0,Karoliniškės,"Vido Maciulevičiaus g.",10,G1,523,22363
1987,BLR,V,V,0,Paneriai,"V. A. Graičiūno g.",20,G1,725,24275
1977,LTU,V,V,1,Naujamiestis,"S. Konarskio g.",17,G1,475,22316
1998,LTU,V,,0,Antakalnis,"Duburio g.",13,G1,2932,109302
1956,LTU,M,V,0,Lazdynai,"Architektų g.",11,G1,27,21888
2014,BLR,V,,0,Vilkpėdė,"Naujoji Riovonių g.",18,G1,3053,219815
1948,LTU,M,N,0,Vilkpėdė,"Vaduvos g.",18,G1,585,22421
1969,BLR,V,,0,Justiniškės,"Rygos g.",8,G1,469,22310
1991,EGY,V,V,1,Rasos,"Subačiaus g.",15,G1,522,22362
1958,KGZ,M,,0,Antakalnis,"Antakalnio g.",13,G1,23,21884
1993,LTU,V,,0,Šnipiškės,"Linkmenų g.",3,G1,291,22141
2016,GBR,V,,0,"Naujoji  Vilnia","Rytų g.",14,G1,470,22311
1990,LTU,M,,0,Pašilaičiai,"Budiniškių g.",7,G1,2647,61710
1982,LTU,M,V,2,Pilaitė,"Padekaniškių g.",12,G1,2014,48806
1964,LTU,M,V,0,Naujamiestis,"J. Savickio g.",17,G1,251,22102
2018,LTU,V,,0,Antakalnis,"Karių Kapų g.",13,G1,226,22078
1962,BLR,M,V,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
1995,LTU,M,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1995,LTU,M,V,1,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1989,LTU,V,,0,Grigiškės,"Vokės Sodų 2-oji g. (Grigiškės)",21,G89,541,69294
1985,LTU,V,V,2,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
1988,LTU,V,V,2,,,,G1,3578,
1998,LTU,V,,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
2001,LTU,V,,0,Pilaitė,"Kriaučiūnų g.",12,G1,2095,48804
1947,LTU,M,I,0,Šeškinė,"Ozo g.",5,G1,376,22221
1989,LTU,M,,0,Verkiai,"Vito Gerulaičio g.",1,G1,2573,59714
1948,LTU,V,V,0,Šeškinė,"Gelvonų g.",5,G1,141,21997
1985,LTU,M,V,0,Pašilaičiai,"Medeinos g.",7,G1,330,22178
1947,RUS,V,V,0,Fabijoniškės,"P. Žadeikos g.",4,G1,381,22226
1979,LTU,M,V,1,Fabijoniškės,"S. Stanevičiaus g.",4,G1,492,22333
1941,LTU,V,V,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
1998,LTU,M,,0,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
1986,BLR,V,,0,Verkiai,"Fizikų g.",1,G1,1584,48794
1955,LTU,M,V,0,Žirmūnai,"Rinktinės g.",2,G1,456,22297
1938,LTU,V,V,0,Šeškinė,"Musninkų g.",5,G1,355,22200
1993,MAR,M,,1,Senamiestis,"Polocko g.",16,G1,427,22269
1949,LTU,V,V,0,Verkiai,"Bajorų Sodų 1-oji g.",1,G1,1716,50040
1997,LTU,V,,0,Naujamiestis,"T. Ševčenkos g.",17,G1,534,22373
1983,LTU,V,V,2,Karoliniškės,"Vytauto Vaitkaus g.",10,G1,358,22203
1961,LTU,M,I,0,Verkiai,"Baltupio g.",1,G1,50,21908
1956,RUS,M,N,0,Karoliniškės,"Algimanto Petro Kavoliuko g.",10,G1,910,30663
2017,GBR,V,,0,Pašilaičiai,"Perkūnkiemio g.",7,G1,2710,64998
1991,LTU,V,V,1,Antakalnis,"Saulėtekio al.",13,G1,486,22327
1992,UKR,M,,0,Vilkpėdė,"Savanorių pr.",18,G1,487,22328
1944,LTU,M,N,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
2003,UKR,M,,0,,,,A461,,
2018,LTU,V,,0,Pilaitė,"Priegliaus g.",12,G1,432,22274
1984,UKR,M,,0,,,,A461,,
1985,LTU,V,V,2,Pilaitė,"Kirsnos g.",12,G1,2854,81444
1996,LTU,V,,0,Rasos,"Manufaktūrų g.",15,G1,3345,273412
1989,UKR,M,V,0,Pašilaičiai,"Gabijos g.",7,G1,125,21981
1939,LTU,V,I,0,Lazdynai,"Architektų g.",11,G1,27,21888
1989,LTU,V,V,1,Fabijoniškės,"Salomėjos Nėries g.",4,G1,2656,61728
2007,LTU,M,,0,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1950,LTU,M,N,0,Pašilaičiai,"Žemynos g.",7,G1,687,22518
1980,KGZ,V,,0,Verkiai,"Jeruzalės g.",1,G1,1583,47616
1978,LTU,V,I,0,Antakalnis,"Antavilių g.",13,G1,24,21885
1981,LTU,V,V,1,Viršuliškės,"Viršuliškių g.",9,G1,619,22452
1989,BLR,V,,0,Antakalnis,"M. K. Paco g.",13,G1,356,22201
1991,UKR,V,,0,,,,A461,,
2014,LTU,V,,0,"Naujoji  Vilnia","Parko g.",14,G1,399,22244
1990,LTU,V,V,1,Antakalnis,"Švyturio g.",13,G1,677,22508
1945,LTU,M,I,0,Žirmūnai,"Žirmūnų g.",2,G1,694,22524
